node,betweenness,pagerank,in_degree,out_degree
IND342005AAD,0.00524176481749055,0.0009161453526902745,2,4
IND343001AAA,0.002030517973641578,0.0003735786248672753,1,1
IND306902AAA,0.0008143964271640615,0.0005354239723163646,1,1
IND307001AAA,0.001220500021892377,0.0004898976419097266,1,1
IND311001AAA,0.002012274326079659,0.0007819050140558484,2,1
IND313324AAA,0.002010085088372229,0.0007834565637625304,1,1
IND311301AAA,0.0,0.00011885703607827519,0,1
IND312001AAA,0.002422391523271597,0.0009113183398537199,2,2
IND312601AAA,0.0008103828247004393,0.0005287906209167282,1,1
IND312403AAA,0.0008060043492855788,0.000601295926340345,1,1
IND458664AAA,0.000808193586993009,0.0005678533761306471,1,1
IND312605AAB,0.0020184771662507114,0.0010133320322880026,2,2
IND458001AAB,0.0004053738488258389,0.0005702882253526262,1,1
IND327001AAB,0.0012139323087700864,0.0004457768040010403,1,1
IND321001AAA,0.00040336704759402775,0.00044833800102727706,2,2
IND321401AAB,0.0,0.00044114884988485307,2,0
IND321408AAB,0.0,0.00011885703607827519,0,2
IND322201AAA,2.8460090196593547e-05,0.0006193343733231068,1,2
IND322241AAA,2.773034429411679e-05,0.0005885505394895378,1,1
IND331022A1B,0.0,0.00011885703607827519,0,1
IND331001A1C,0.0,0.00021989453119478262,1,0
IND331023AAA,0.0012106484522089408,0.0006591882225757515,1,1
IND331304AAA,0.0012084592145015106,0.0006794131795750713,1,1
IND331507AAA,0.0,0.00011885703607827519,0,1
IND331701AAA,0.00040318461111840865,0.0005245528546589698,1,1
IND333001AAA,0.0,0.000287426434685548,1,1
IND333028AAA,0.00203234233839777,0.0005503657543154551,2,2
IND333031AAA,0.0012128376899163712,0.000635194733791731,2,1
IND333042AAA,0.0,0.00033707778482078103,1,1
IND334001AAB,0.00020250448793730024,0.0003251066531977619,1,1
IND334001AAC,0.004596669439701096,0.0003189652253927151,1,2
IND332713AAA,0.0008143964271640615,0.0004476003263723475,1,2
IND332709AAA,0.0,0.00032203770607848697,1,0
IND332715AAB,0.0,0.00029628191540846725,1,0
IND333502AAA,0.0,0.00031924670699018533,1,0
IND333504AAA,0.001220500021892377,0.0003866151159402901,1,1
IND334803AAA,0.0004031846111184086,0.000529636478571956,2,1
IND341001AAC,0.005198344936293183,0.0007064195002675324,2,2
IND335001AAA,0.002811346089291708,0.0005775792244197202,1,1
IND335051AAA,0.0016105492067662033,0.0008457149265312115,1,1
IND335803AAA,0.0,0.00043897096920188694,1,1
IND335804AAD,0.0016171169198884948,0.0008089988897561985,2,2
IND335701AAA,0.0016127384444736337,0.0008557413978560273,2,1
IND335703AAA,0.0,0.00045519710456831577,1,1
IND341030AAA,0.0,0.0004096978003652337,1,1
IND341303AAA,0.005193966460878322,0.0007770807688301477,2,1
IND341306AAA,0.005191777223170892,0.0007799247509536044,1,1
IND341503AAB,0.0,0.0003912208522183928,1,1
IND341510AAB,0.0016105492067662042,0.0008121532466534117,2,1
IND341505AAA,0.0016149276821810646,0.0007452631580271101,1,2
IND342601AAA,0.0,0.00032855553499703464,1,2
IND342902A1B,0.001403301370462805,0.00045733393236040045,2,1
IND342902AAA,0.001403301370462805,0.00047326849080026956,2,1
IND344022AAB,0.001619306157595925,0.0002743834227763551,1,2
IND342301AAA,0.0016105492067662042,0.0006082440424532488,4,1
IND343029AAB,0.001625873870718216,0.0004363791615640357,1,1
IND344001AAA,0.0008103828247004393,0.00023827376431918244,1,3
IND345001AAA,0.0,0.00016588989705094656,1,2
IND345021AAA,0.0,0.0002661041255840479,2,1
IND360003AAA,0.0,0.00011885703607827519,0,1
IND360311AAA,3.648729512383788e-07,0.00021989453119478262,1,1
IND360050AAA,0.0,0.0003057905596671737,1,0
IND360370AAA,7.662331976005956e-06,0.0006755682063458531,1,1
IND360410AAA,7.662331976005956e-06,0.0006923618900096271,1,1
IND360490AAA,7.662331976005956e-06,0.00070639520080211,1,1
IND362001AAA,4.050089758746005e-05,0.0019551709328442684,3,4
IND360510AAB,7.662331976005956e-06,0.0005096341294423476,1,1
IND360530AAB,7.662331976005956e-06,0.0005514604998503506,1,1
IND360575AAA,7.662331976005956e-06,0.00046025897169108486,1,1
IND361001AAA,0.0,0.00011885703607827519,0,1
IND361305AAC,1.0946188537151365e-06,0.00021989453119478262,1,2
IND361315AAA,0.0,0.00021232379787272443,1,1
IND361335AAA,1.0946188537151365e-06,0.00039281968859109276,2,1
IND360002AAB,0.0,0.000647830140322455,3,0
IND362220AAA,4.013602463622167e-06,0.0005518546129530582,1,2
IND362265AAA,1.6419282805727048e-05,0.0009788458369334745,3,1
IND362150AAA,1.6419282805727048e-05,0.0009048537300525284,1,1
IND362225AAA,0.0,0.000379141540260527,1,1
IND362720AAA,1.6419282805727048e-05,0.0009498571585949913,1,1
IND362560AAA,1.6419282805727048e-05,0.0009255111667112591,1,1
IND363001AAA,7.297459024767576e-07,0.00021989453119478262,1,1
IND363421AAB,7.297459024767576e-07,0.0003057905596671737,1,1
IND363310AAB,0.0020144635637870893,0.0006045483054457517,2,1
IND363330AAB,0.0,0.0003088494789789788,1,1
IND364710AAA,0.0,0.0003788113223985043,1,0
IND363520AAC,0.0,0.00011885703607827519,0,1
IND363621AAB,0.0,0.00016587330877643848,1,1
IND363641AAA,0.0,0.00011885703607827519,0,2
IND364004AAB,0.0012183107841849468,0.00035102113940686504,1,1
IND365560AAA,0.000812936935359108,0.0004173464023202553,1,1
IND364270AAA,0.0,0.00011885703607827519,0,1
IND364001AAA,0.0,0.00021989453119478262,1,0
IND364290AAA,0.0,0.0018472507749565561,1,1
IND365560AAB,0.0004068333406307924,0.0020275781298103386,2,1
IND370001AAA,0.000808193586993009,0.0005229839282598941,2,3
IND370110AAA,0.0,0.00032816817645144167,1,2
IND370201AAA,0.00201884203920195,0.0004856645289774941,2,2
IND370615AAB,0.0,0.00030101611387113906,2,1
IND380005AAA,0.0008103828247004393,0.00038296703488652564,1,3
IND382421AAA,0.0,0.00021121009313465158,1,2
IND382721AAA,0.0,0.00034286997884819205,2,1
IND380006AAA,0.0,0.00011885703607827519,0,1
IND380006AAB,0.0,0.00011885703607827519,0,1
IND380021AAA,0.0,0.00011885703607827519,0,1
IND380054AAA,0.0,0.000406298306866053,1,1
IND380015AAB,0.0,0.00043242933148312374,1,0
IND382345AAA,0.0,0.000406298306866053,1,0
IND384205AAA,0.008450092677729615,0.0019074369097640744,6,6
IND387620AAB,0.00040610359472831564,0.00043242933148312384,1,1
IND388320AAA,0.003248585509192364,0.0016511698327337733,4,4
IND389001AAA,0.0008122071894566313,0.00036091284305745654,1,1
IND395023AAA,0.013666931729258522,0.001749330680295375,8,8
IND382715AAA,0.0,0.00037463520577221514,1,1
IND383001AAA,0.0008103828247004393,0.00032198630949796265,1,1
IND383315AAC,0.000808193586993009,0.0003927576201784818,1,2
IND383255AAB,0.0,0.0002904534651600846,1,1
IND384170AAA,0.0012150269276238015,0.0003356161958096732,1,1
IND384265AAB,0.0012128376899163712,0.0004043566586167819,1,2
IND384355AAB,0.0,0.00044116232260698793,1,2
IND385001AAA,0.0004053738488258389,0.0005650287322287009,2,1
IND385320AAA,0.0,0.00029924594814397627,1,1
IND385340AAB,0.0012084592145015106,0.0005369440719574966,2,1
IND385535AAA,0.0004031846111184086,0.0005995856444492985,1,1
IND387001AAA,0.0,0.00037111730045325897,1,1
IND388220AAA,0.0004031846111184086,0.0006865113145567999,2,1
IND389230AAB,0.0,0.00048658277271490166,1,0
IND388121AAA,0.0004053738488258389,0.0007219167305997208,1,1
IND388620AAB,0.0004031846111184086,0.0007323405843981595,1,1
IND389151AAA,0.000406468467679554,0.0004257591386839973,1,1
IND457661AAA,0.0,0.00048094016254783415,1,0
IND390018AAB,0.0,0.00025099588298340997,1,1
IND390020AAA,0.0012135674358188478,0.0008835855950113831,3,3
IND391110AAD,0.0,0.00033548851105255867,1,2
IND395001AAA,0.0,0.00047632281171644303,1,1
IND395023AAD,1.787877461068056e-05,0.0023792720828302947,5,5
IND395004AAB,0.0,0.0005434830483514927,1,1
IND395006AAA,0.0,0.00042682755047423516,1,1
IND395009AAA,0.0,0.0006193091219717103,1,1
IND395010AAB,0.0,0.00011885703607827519,0,1
IND394221AAA,0.0,0.0003278678049289962,1,0
IND396191AAC,0.0020213961498606187,0.0006399783374973248,3,5
IND396445AAA,6.20284017105244e-06,0.0004698234339775673,1,1
IND396001AAA,6.20284017105244e-06,0.0005034059923293582,1,1
IND396105AAA,0.0,0.00014871294104250752,1,1
IND396191AAB,0.0,0.00011885703607827519,0,1
IND396210AAA,0.0,0.0003226354350404958,1,0
IND396232AAA,0.0,0.0002263738366935166,1,1
IND396321AAA,9.12182378095947e-06,0.0010650092342650696,2,2
IND396580AAB,0.0,0.0006064101770394697,1,1
IND400011AAA,0.0008078287140417707,0.0004391979287079482,2,2
IND400072AAD,0.0005896921843329305,0.00042420497870020147,3,1
IND400015AAA,0.0004035494840696469,0.0005601177026028647,3,2
IND400015AAB,0.0,0.00046981822695027877,2,2
IND400016AAA,0.0,0.00011885703607827519,0,1
IND400016AAB,0.0,0.00011885703607827519,0,2
IND400037AAA,0.0,0.0013678712132070875,1,1
IND400072AAJ,0.00040610359472831564,0.0014703877236781385,2,1
IND400064AAB,0.0,0.00011885703607827519,0,2
IND400072AAA,0.0,0.0003176162704055593,1,1
IND400701AAB,0.0,0.0004619394160868199,2,1
IND401104AAA,0.001215574237050659,0.0007748763501233653,4,4
IND401104AAB,0.0,0.000526903209982984,2,2
IND421302AAR,0.0016291577272793613,0.0014503567198691006,5,4
IND421302AAS,0.0,0.000244409263656434,1,0
IND400072AAC,0.0,0.00011885703607827519,0,1
IND400072AAI,0.0,0.00011885703607827519,0,1
IND000000AFS,0.0,0.00021989453119478262,1,0
IND400102AAB,0.0,0.0003141809256147173,1,1
IND400102AAC,0.00040573872177707723,0.0003102548172823265,1,2
IND400052AAA,0.0,0.0002794076211670067,1,0
IND400612AAA,0.0,0.00032674846984584785,1,1
IND400705AAA,0.00040573872177707723,0.00029102050109468746,1,1
IND421302AAH,0.0,0.0003997945802108355,2,0
IND401208AAA,0.0,0.00026584154169581023,1,0
IND401209AAA,0.0,0.00030238576630676334,1,1
IND401209AAB,0.0,0.00011885703607827519,0,3
IND401501AAA,0.0,0.00078776260588396,1,1
IND401602AAA,0.0,0.00078776260588396,1,1
IND402107AAA,3.648729512383788e-07,0.00078776260588396,1,1
IND402109AAA,3.648729512383788e-07,0.00078776260588396,1,1
IND402301AAA,3.648729512383788e-07,0.00078776260588396,1,1
IND403002AAA,0.0,0.0004646792131983141,1,1
IND403726AAB,7.297459024767576e-06,0.002282767490145915,5,5
IND403401AAA,0.0,0.0006223263599389165,1,1
IND403507AAA,0.0,0.00044243334215550456,1,1
IND403507AAB,0.0,0.00035868418058257457,1,1
IND403601AAA,0.0,0.0005556850492825349,1,1
IND403702AAA,0.0012562215090784568,0.00033182906769759564,1,2
IND575004AAB,0.013574030906554378,0.0016184705375377184,6,7
IND581314AAA,0.0013964126469052172,0.0007349787786590471,3,2
IND403726AAA,0.007798372946255958,0.0014818839508111666,4,6
IND416510AAA,0.0012135674358188478,0.000661876948179764,2,2
IND581303AAA,0.00020250448793730024,0.00031879066120433223,1,2
IND581400AAB,0.00020250448793730024,0.00045918533824449586,2,1
IND410401AAA,0.0,0.000295531911035861,1,1
IND410501AAF,0.0,0.0005159480517689247,1,1
IND410503AAA,0.0,0.0004777483096680854,1,1
IND410505AAB,0.000808193586993009,0.0007421794601993919,2,2
IND411014AAA,0.001616387173986018,0.0013628935861394827,3,3
IND411043AAA,0.0,0.0005637640495916627,1,1
IND411048AAA,0.0,0.0005503833875311096,1,1
IND411017AAA,0.0,0.0007877626058839596,1,1
IND412105AAC,0.0,0.0007877626058839594,1,1
IND411021AAA,0.0,0.0003035804857200893,1,1
IND411036AAA,0.0,0.0003700809275911423,1,1
IND413002AAA,0.003718875711047169,0.0014586927524419238,5,5
IND413501AAA,0.00045348896327485587,0.0005622479147786392,2,2
IND414001AAA,0.0012150269276238015,0.00037952234835061287,1,3
IND416012AAA,0.010520147521329709,0.0019175905643921303,5,5
IND431136AAC,0.00564239531795029,0.0016173213235364857,5,5
IND431603AAA,0.004842593808835763,0.0010527136647545728,4,4
IND580028AAA,0.013631987925137758,0.0037339826542975847,9,8
IND411033AAB,0.0,0.00011885703607827519,0,1
IND411057AAF,0.0,0.00021989453119478262,1,0
IND412210AAC,0.0,0.0002745162363815009,1,1
IND412803AAB,0.0004053738488258389,0.00027581770188037633,1,1
IND421802AAA,0.0004031846111184086,0.0003534434085755426,1,1
IND413304AAA,0.0016160223010347797,0.0007981736190349836,2,2
IND413307AAC,0.0,0.0003947835202900644,1,1
IND415301AAB,0.0004053738488258389,0.0004179775936381198,1,1
IND413307AAB,0.00040318461111840865,0.00047434078451083473,1,1
IND413401AAA,0.0,0.0003331803301074264,1,1
IND413517AAA,0.000808193586993009,0.0005941272303086881,2,2
IND431717AAA,0.0,0.0004286958074608036,1,1
IND413531AAA,0.0,0.0003124121981900132,1,1
IND413709AAA,0.0005384916638692926,0.000924393890454903,4,3
IND423109AAA,0.0005381267909180542,0.0007059363903554956,3,3
IND423601AAA,0.00040227242874031263,0.0005881500330578208,3,2
IND423701AAB,0.002011179707225944,0.0010084493114785088,3,1
IND414203AAB,0.0,0.00022493265615802167,1,1
IND414302AAB,0.000808193586993009,0.0004159625852029544,2,2
IND414502AAA,0.0012106484522089408,0.0005247732437516881,1,1
IND431107AAB,0.0012084592145015106,0.0005650042235167568,1,1
IND415003AAA,0.0011544194831006865,0.0004129604703960564,1,2
IND415124AAA,0.0016171169198884948,0.000499399741911977,1,1
IND415605AAA,0.0016149276821810646,0.0005436849731374197,1,1
IND415408AAC,0.0004031846111184086,0.00057086463695988,1,1
IND415409AAB,0.001619306157595925,0.00044758375829854645,1,1
IND415709AAA,0.0016127384444736344,0.0005812503848797265,1,2
IND415612AAA,0.0004053738488258389,0.000531633785997968,1,1
IND416122AAA,0.0007588051473510557,0.00035192513465138813,1,1
IND591237AAB,0.002023585387568049,0.00046504128688983017,1,1
IND416404AAA,0.0020126391990308973,0.000752192055298512,2,1
IND416602AAC,0.0008056394763343404,0.0004491347926152975,1,1
IND416606AAA,0.0,0.00035130376881439373,1,1
IND421301AAA,0.0,0.0004914402413615049,1,1
IND421302AAF,0.0,0.000491368383462704,1,1
IND400078AAB,0.0,0.00040394603885074323,1,0
IND421401AAC,0.0004053738488258389,0.00032497772352879195,1,1
IND422011AAD,0.004833836858006042,0.0011270570838860744,2,4
IND444005AAB,0.004433571230497541,0.0012296346775602445,3,3
IND421302AAN,0.0,0.00011885703607827519,0,1
IND421004AAA,0.0,0.00039249191471251604,1,0
IND421601AAB,0.0004031846111184086,0.00039520817871171966,1,1
IND421502AAA,0.0,0.00011885703607827519,0,1
IND422103AAC,0.0005401335921498749,0.000263967198860586,1,2
IND422605AAA,5.473094268575683e-07,0.0002224447592113102,1,2
IND423105AAA,4.013602463622167e-06,0.0006527876861383312,2,2
IND423106AAA,0.0,0.0004947296203496074,2,1
IND423301AAB,0.0,0.0003892673147690874,1,0
IND424006AAA,0.00327692397507188,0.0012757112196174142,6,9
IND424101AAA,3.648729512383788e-06,0.00023974297941687584,1,1
IND424304AAC,0.0,0.00031343432386239905,3,2
IND425401AAA,5.473094268575682e-06,0.00020700303642933815,1,1
IND425405AAA,0.0001371314175070907,0.000287451706800631,2,2
IND425412AAA,0.00013986796464137853,0.0003411168197934426,4,4
IND452001AAC,1.20408073908665e-05,0.0011731711434511674,2,2
IND431103AAA,0.0,0.0003227140312064881,1,0
IND424201AAA,0.0008191397755301605,0.00036955842447918723,1,1
IND425109AAA,0.00041230643489936807,0.00029486708328665127,1,1
IND425201AAA,0.0,0.0006531890607978707,1,1
IND425508AAB,4.7433483660989244e-06,0.001136458330110551,2,1
IND425409AAA,0.0001371314175070907,0.0002274504944528935,3,4
IND425406AAA,3.648729512383788e-07,0.00017180929683822033,2,3
IND450331AAA,1.0946188537151365e-06,0.0010833999733502171,1,1
IND431001AAB,0.0,0.00011885703607827519,0,1
IND431112AAB,0.0,0.000555415659752704,2,1
IND431122AAA,0.0012150269276238015,0.0004213186706396627,1,1
IND431127AAA,0.0012128376899163712,0.0004770762787832298,1,1
IND431131AAB,0.0,0.00011885703607827519,0,1
IND431001AAA,0.0,0.0004364417523677319,1,0
IND431203AAA,0.0,0.00036838788459141983,1,2
IND431514AAA,0.003215990192215071,0.0003640831572091336,1,1
IND431515AAA,0.0032138009545076406,0.00042844788043098245,1,1
IND431517AAB,0.0032116117168002104,0.0004831908986177361,1,1
IND431401AAA,0.0,0.0004414489729311719,1,0
IND431708AAA,0.003218179429922501,0.00028837593622842487,1,1
IND441206AAB,0.0,0.00011885703607827519,0,2
IND441603AAA,0.0,0.0011231833325642075,2,1
IND442605AAA,0.0,0.0011212474490093975,2,1
IND441614AAA,0.0,0.00011885703607827519,0,1
IND481001AAA,0.0,0.00021989453119478262,1,0
IND441904AAB,0.0,0.00011885703607827519,0,1
IND441912AAA,3.648729512383788e-07,0.00021989453119478262,1,1
IND441107AAB,0.0,0.0003057905596671737,1,0
IND442001AAA,0.0,0.00011885703607827519,0,1
IND442101AAB,3.648729512383788e-07,0.00021989453119478262,1,1
IND445001AAB,0.0,0.0003057905596671737,1,0
IND443201AAA,0.0004031846111184086,0.0005114167397385856,1,1
IND443301AAA,0.0004053738488258389,0.00046166775683733523,1,1
IND444602AAA,0.0,0.00011885703607827519,0,1
IND445101AAA,0.0,0.00011885703607827519,0,1
IND440014AAA,0.0,0.00021989453119478262,1,0
IND451666AAA,0.0,0.00011885703607827519,0,2
IND454001AAA,0.0,0.00011885703607827519,0,1
IND457001AAA,0.0004042792299721237,0.00021989453119478262,1,2
IND457226AAA,0.0,0.00019292338823701462,1,1
IND458990AAA,0.0004031846111184086,0.0006042486957662709,1,1
IND460001AAA,0.0008136666812615848,0.0006459830563315327,1,1
IND480334AAA,0.00040719821358203075,0.0006681608802786442,1,1
IND461001AAA,0.0016244143789132626,0.0005894313388820287,1,1
IND461111AAA,0.001219405403038662,0.000620033059931262,1,1
IND462001AAA,0.00040354948406964695,0.0007026066632375218,2,1
IND462011AAA,0.0,0.0004885939882812244,1,1
IND462021AAA,0.0,0.00011885703607827519,0,1
IND462042AAA,0.0,0.0006156910656009881,1,1
IND465669AAB,0.001619306157595925,0.0005017988794313298,1,1
IND466001AAA,0.0004053738488258389,0.0005292293296465244,1,1
IND842003AAB,0.01204773997694003,0.003801176791874026,5,8
IND464001AAA,0.0,0.00011885703607827519,0,1
IND464221AAA,0.00040573872177707723,0.00021989453119478262,1,1
IND470004AAA,0.0008107476976516778,0.0003057905596671737,1,4
IND464668AAA,0.006771677102033072,0.0005920051371334212,1,1
IND465001AAA,0.0016149276821810646,0.0005826308822078129,1,3
IND465333A1B,0.0,0.0002197119000361671,1,2
IND465333AAA,0.0,0.00023408686423568594,2,1
IND465683AAA,0.0016171169198884948,0.0005455174665696218,1,1
IND466116AAA,0.0004031846111184086,0.0005688421146141297,1,1
IND470113AAA,1.2770553293343259e-06,0.00035071183524947654,2,2
IND470117AAA,5.473094268575683e-07,0.0003668326644444955,2,1
IND473443AAA,0.0,0.00018553296140965233,1,1
IND470227AAB,0.0,0.0005393771378500813,2,0
IND471001AAA,0.0011815802404269498,0.00038695237155687845,2,1
IND473001AAA,3.648729512383788e-07,0.0003240958917271402,1,1
IND473331AAA,0.00040427922997212355,0.0003946401866429343,1,1
IND473226AAA,0.0008081935869930087,0.00045438132897017446,1,2
IND473551AAA,0.0,0.000304844313979757,1,0
IND475661AAB,0.0,0.00045018766152404,1,0
IND476001AAA,0.0,0.00042031141567692683,1,1
IND476111AAA,0.0012132025628676093,0.0008940764509326927,2,2
IND477001AAA,0.0004026373016915508,0.00047247603033062787,1,1
IND477001AAB,0.0004026373016915508,0.0005258805381219995,1,1
IND480001AAA,0.0002014098690835851,0.0005824070509717081,2,2
IND480661AAA,0.0008085584599442474,0.0006949989724315837,3,2
IND481661AAA,0.0012080943415502723,0.0005978440086509482,2,1
IND480106AAA,0.0,0.0006868865322349118,1,0
IND480886AAA,0.00020250448793730024,0.0003074549803454334,1,2
IND482002AAA,0.0,0.0021179952453101512,1,1
IND483225AAA,0.0,0.0003586458509322334,1,1
IND483501AAA,0.000808193586993009,0.0006283035077368,2,1
IND483770AAA,0.0008060043492855788,0.0006525092150328018,1,1
IND484001AAA,0.0016149276821810646,0.00042569371754640347,2,2
IND484224AAA,0.0,0.00028586908532723953,1,1
IND484446AAA,0.0016105492067662042,0.0005565211271758216,2,1
IND484551AAA,0.0,0.00024200698966821458,1,1
IND484661AAE,0.001619306157595925,0.0002640632728674255,1,2
IND485771AAA,0.0,0.00024705339150247595,1,2
IND486001AAA,0.0,0.0003417285955609828,2,1
IND486771AAA,0.0012402639734177894,0.0006095859264373752,3,1
IND488001AAA,0.0,0.00020552311385984423,1,1
IND486661AAA,0.0012380747357103592,0.0006372852052005174,1,1
IND486889AAA,2.9189836099070305e-06,0.0004408946550449298,1,2
IND487001AAA,0.003186253046689143,0.0002643981979671624,1,1
IND487551AAA,0.006773866339740503,0.0005569821058317029,2,1
IND487001AAB,0.003186253046689143,0.00025126049082909645,1,1
IND491001AAA,0.0,0.00011885703607827519,0,1
IND494334AAB,7.297459024767576e-07,0.00021989453119478262,1,1
IND492001AAB,0.0,0.00011885703607827519,0,1
IND492007AAA,0.0,0.00021989453119478262,1,0
IND493118AAC,0.0,0.00011885703607827519,0,1
IND495334AAB,3.648729512383788e-07,0.00021989453119478262,1,1
IND493445AAB,7.297459024767576e-07,0.0003057905596671737,1,1
IND490023AAA,0.0,0.0003788113223985043,1,0
IND495004AAA,0.0,0.00011885703607827519,0,1
IND495671AAA,0.0,0.00021989453119478262,1,0
IND491995AAB,0.0,0.0003057905596671737,1,0
IND495677AAA,0.0,0.00011885703607827519,0,1
IND496001AAA,0.0,0.00021989453119478262,1,0
IND500008AAC,0.00040573872177707723,0.00032984264064226944,1,2
IND500084AAB,0.0,0.00028322029509409276,1,0
IND500008AAD,0.0,0.00011885703607827519,0,1
IND500008AAF,0.0,0.00011885703607827519,0,1
IND500039AAC,0.004838215333420903,0.0014689265060283908,5,4
IND500010AAA,0.0020184771662507114,0.0013739966510583307,3,3
IND500055AAA,0.0,0.00041112115758541333,1,2
IND501401AAC,0.0004035494840696469,0.0009782687332366838,3,1
IND500010AAB,0.0,0.0003731700415795183,1,1
IND500018AAA,0.0,0.00011885703607827519,0,1
IND500080AAB,0.0004035494840696469,0.0004285616126317,2,1
IND500032AAA,0.0,0.00011885703607827519,0,1
IND502295AAA,0.00040391435702088525,0.00021989453119478262,1,1
IND500035AAA,0.0,0.0004478171258431655,1,1
IND500039AAB,0.0,0.00011885703607827519,0,1
IND501301AAC,0.00040391435702088525,0.00021989453119478262,1,1
IND500035AAD,0.0,0.0004289536801363676,1,0
IND508116AAA,0.0008103828247004393,0.0003820251078901875,1,2
IND500039AAD,0.0,0.00041024571051339915,1,1
IND500050AAA,0.0008070989681392938,0.0005318465645571675,2,2
IND501218AAC,0.0,0.0012674675391035175,2,0
IND500055AAC,0.0,0.00011885703607827519,0,1
IND501101AAB,0.0008070989681392939,0.000390260562083227,1,2
IND509216AAC,0.0,0.0004602135360730735,2,1
IND501141AAA,0.0008092882058467242,0.0003192248585944061,1,1
IND503111AAC,0.004031846111184086,0.0010474566788852353,3,3
IND505001AAB,0.01163561597851628,0.002755065468768938,11,8
IND506002AAA,0.006851949151305515,0.0010618520430168232,3,3
IND508252AAB,0.0005324117511330194,0.00039012424194626776,1,1
IND509001AAA,0.0008103828247004393,0.0003223074404792696,1,1
IND509358AAA,0.0012150269276238015,0.0003223074404792696,1,2
IND515004AAA,0.012882386852897821,0.0025980461645802332,6,6
IND518002AAA,0.01005133762423924,0.003240107401362472,10,8
IND523002AAA,0.006617269819029967,0.002051515240160399,4,5
IND533106AAA,0.00624047187080814,0.0019074852432629816,8,8
IND585104AAA,0.006447305048382154,0.0015277466786088306,5,5
IND501359AAG,0.0,0.00011885703607827519,0,1
IND502110AAA,0.001612738444473634,0.000585553370870061,1,1
IND502313AAA,0.0016105492067662037,0.0006168280585056172,1,1
IND502220AAC,0.004007764496402352,0.0005568532279415415,1,1
IND502286AAB,0.004009953734109783,0.0005141694611547317,1,1
IND503185AAA,0.001619306157595925,0.0004540881349749668,1,1
IND503122AAA,0.0016149276821810646,0.0005490033747448097,1,1
IND503187AAA,0.0016171169198884948,0.0005058010285292067,1,1
IND504201AAA,1.824364756191894e-07,0.00035328960301962654,1,2
IND505184AAC,1.824364756191894e-07,0.0005769516729526873,2,2
IND504208AAB,5.473094268575683e-07,0.0007170662626119087,3,2
IND504251AAA,0.0008103828247004393,0.000764363340837789,2,2
IND504215AAA,1.824364756191894e-06,0.0005502030236722963,1,2
IND505326AAB,0.0010072317818935446,0.0004583064350741653,2,3
IND504293AAA,0.00020140986908358507,0.0005765515692419249,2,2
IND504296AAA,0.00020140986908358507,0.0003947967722198629,1,3
IND505001AAA,0.0,0.00011885703607827519,0,2
IND505302AAB,0.0022197045988586774,0.0004174965619247301,2,3
IND505327AAA,0.0010083264007472597,0.000656775376697005,4,1
IND505172AAA,0.0,0.00047458674932096155,1,0
IND505209AAA,0.0004053738488258389,0.000644813101727565,2,2
IND505122AAA,0.0008078287140417705,0.0003145072853868333,2,1
IND505325AAA,0.0,0.00020685297755642154,1,1
IND505326AAA,0.0,0.00011885703607827519,0,1
IND505425AAA,0.001814695622984077,0.0007954293695993934,3,2
IND505467AAA,0.0,0.0001617286907889415,1,1
IND505503AAA,0.0004068333406307924,0.0005273344604194899,1,1
IND506164AAA,0.0,0.0005671661068801105,1,0
IND506001AAC,0.0,0.00011885703607827519,0,2
IND506132AAA,0.0012150269276238015,0.0003386850956582796,1,1
IND506143AAA,0.0036045798852839435,0.0004957051382154257,1,1
IND506343AAA,0.0012183107841849468,0.00042520006028290316,1,1
IND506167AAB,0.0036023906475765133,0.000540516905751638,1,1
IND506169AAB,0.000812936935359108,0.00048053118371444857,1,1
IND506314AAA,0.0012084592145015104,0.0005139724441270137,1,1
IND507002AAA,0.004620006974285869,0.0013743466548326562,5,7
IND507117AAB,0.00040500897587460047,0.00028054846135049116,2,1
IND507159AAA,0.0,0.0004355611282738659,2,2
IND507167AAA,0.0,0.0003664962534330985,1,0
IND508001AAA,0.0025414252423972637,0.0005088464097490996,2,1
IND508206AAA,2.200097021455218e-05,0.0006392064307147308,3,3
IND508207AAB,0.0009096569360263087,0.0008207511763376609,3,3
IND508213AAB,0.0,0.0002688692542836009,1,1
IND507111AAA,0.0,0.00011885703607827519,0,2
IND507303AAA,0.000806369222236817,0.00039532169071295896,2,1
IND508223AAA,0.0008060043492855786,0.0005219787197175125,2,1
IND508277AAB,0.0,0.00027139034918861394,1,1
IND508248AAB,0.0012106484522089408,0.0004762928985362824,2,1
IND508377AAB,0.0012084592145015104,0.0005238516682821661,1,1
IND509203AAA,0.000808193586993009,0.0003928815779430492,1,1
IND509103AAB,0.00020232205146168106,0.00042971627850837263,2,2
IND509103AAC,0.0,0.0003659873978873447,2,1
IND509124AAA,0.00020286936088853862,0.00038336593394373375,2,4
IND584101AAA,0.0012172161653312317,0.00036957435276463555,2,3
IND509301AAA,0.0008060043492855786,0.00045297254489833517,1,2
IND509324AAA,0.0,0.0002368158622710913,1,1
IND515401AAB,0.0,0.0004523156289289081,1,1
IND515411AAA,0.0012150269276238015,0.0005572570096201366,1,1
IND515671AAA,0.0028277653720974356,0.0004939979530352372,1,2
IND515801AAA,0.0012128376899163712,0.0009725033767371317,2,2
IND515134AAA,0.002422391523271597,0.0008679053595617265,3,2
